2 rbox 15486 D2 z
15486
-665374 -947321 
382253 524688 
427391 -845351 
179619 851006 
859396 -139108 
11939 662512 
838472 203275 
447673 38673 
-18366 -677161 
952231 148721 
-453498 62855 
397116 334099 
-805135 97473 
221475 335931 
-9749 143165 
177776 -117374 
-697566 4549 
462728 -936687 
-896767 44127 
-358715 -929881 
-509715 -785639 
-234063 103659 
194337 222221 
870503 544061 
26297 -26638 
300255 393991 
-184925 -26301 
-40434 420900 
68397 -446706 
211076 -439793 
406739 60979 
876508 -529195 
-173012 194952 
566005 840505 
362982 642355 
54826 -539461 
-712632 799042 
-497156 303029 
-990369 871872 
-449294 717532 
-442143 904862 
13640 -754100 
-167049 404943 
-127018 -784522 
532350 -800269 
-117470 -310847 
-405872 515242 
-322981 -338483 
-888788 146366 
-29428 -595036 
-771051 948696 
729219 -16319 
-265210 609825 
-675592 -680840 
-884554 -701497 
-63797 -238783 
767409 -151733 
-175504 302589 
-383345 -879715 
628833 795314 
838984 802436 
540093 -658408 
144884 -937192 
606536 44429 
723244 -445604 
738988 173724 
-221656 623791 
51340 879743 
-159924 159725 
498290 761568 
-323831 -620903 
486252 437839 
758324 -854262 
420227 758120 
-281241 -820294 
-677942 -166407 
-807143 349386 
125223 626094 
756384 538720 
270411 793048 
756826 -27059 
-773859 -245031 
-234761 375156 
-756521 -846356 
-713396 -44718 
417176 -523961 
-218067 951762 
257533 362398 
817381 -275200 
718426 588556 
-142253 -852978 
-2739 -32254 
-98530 -685 
481518 865687 
-399757 -707609 
-779963 -839356 
944952 -183645 
-523179 926320 
666948 -603840 
-741037 -607385 
-321762 151358 
-119464 171349 
-134245 -263595 
-235366 200265 
-141054 -702425 
340393 990801 
396133 -194520 
698556 639054 
586764 -251501 
-980784 -40443 
278116 292990 
289796 598070 
-245272 -284656 
-220999 -331386 
387177 -710205 
-416949 333713 
708730 -370602 
-711715 204499 
-988824 841659 
-236090 33063 
-311089 -471733 
-418000 667296 
-751219 269239 
-902605 -83908 
-246367 -688254 
511711 331946 
-976939 589762 
121829 -422691 
-168880 -358777 
29181 438310 
684088 -536209 
-69986 -253281 
-899914 -852299 
-595101 132365 
663048 -154895 
679097 -413913 
-637608 -284949 
868220 178838 
-261919 -73883 
255661 888904 
-188427 -899037 
-110300 191854 
496622 728343 
-737954 -790841 
330616 666756 
162570 317187 
964065 -962168 
842946 -610642 
935446 46145 
-442409 439590 
180917 674164 
669383 319775 
460896 286053 
-300942 69752 
328295 -353142 
738376 -115259 
835935 -446665 
903507 -765524 
-167985 672751 
925071 -334143 
52363 71913 
636215 859780 
325786 -513543 
882858 193446 
-747933 -506053 
773451 -607644 
-674084 671994 
204810 246485 
677357 343296 
-216889 742568 
334696 -768787 
-999920 352131 
257506 -90906 
148692 -935461 
-297215 710165 
-258326 322851 
152860 -880080 
488937 -441014 
-114753 -647160 
-816398 794489 
984839 188318 
-933993 381863 
-25576 138680 
791448 -130994 
377188 -593683 
-36559 -455114 
894240 -511400 
906524 -46097 
-745825 922872 
714312 -565180 
-985984 564949 
-899213 920110 
282748 146800 
-725813 -741914 
649254 3707 
311775 10118 
52909 -763205 
806113 337809 
-444828 -226585 
-217013 662193 
-513997 -753111 
456613 296151 
-597567 697391 
-954887 -788875 
-624042 -278065 
559317 438409 
332728 161939 
-297655 -685691 
-415819 -661781 
-552606 342703 
-190470 773021 
158725 -316304 
-125519 399278 
668566 583965 
698136 -435561 
-470677 -660078 
67064 -853633 
997471 500342 
-755558 -670801 
-149786 546405 
-572864 -132143 
-933846 858643 
-787914 -467426 
-35903 585560 
-484951 -572168 
-435071 -238745 
-583753 857055 
528127 233126 
151705 -287332 
815696 -604199 
-771787 582281 
396325 -963498 
495938 -770941 
789927 309258 
-308219 -235174 
-569902 -337417 
-964430 828736 
570940 -213098 
459967 663102 
755593 -740781 
-313150 884139 
-275617 -295879 
-838690 143783 
552787 688403 
-13409 634634 
285469 -129249 
-295371 -301686 
-436911 838237 
252305 489160 
-684920 552835 
-496089 224116 
709206 -370785 
216889 -748156 
-252676 -733413 
-476275 -747938 
-594365 501050 
-858100 -82173 
926487 -530648 
-604964 367892 
-837347 708473 
-694875 -759647 
618248 888385 
-908959 -879475 
659444 -717641 
602336 -545023 
-201571 198388 
310413 -892546 
972727 624610 
-172841 -936323 
-783903 948934 
734238 342159 
668738 -523566 
433878 179416 
-554920 -544475 
-996853 -104372 
-180468 866011 
-955077 26998 
-246997 719021 
587744 218936 
-336393 248010 
307746 288780 
-481760 -947999 
974083 -584501 
284650 120649 
-246133 -758619 
-101786 -724569 
171600 85201 
-32797 773199 
-836811 -274814 
-798382 -401578 
683336 826004 
655854 940598 
626560 595745 
679592 -102559 
284190 387852 
631519 -63581 
-612733 -196891 
861304 -65582 
-243111 35191 
-544488 798535 
971695 -726012 
-83038 378268 
-441970 -181443 
479863 -937490 
-392135 -614707 
626379 -450263 
435522 -182747 
570146 444586 
154118 265877 
597192 -999449 
255590 -307137 
-56287 -15585 
59239 -362901 
715849 -723996 
-201715 -226174 
692873 -887730 
-86242 531064 
-415010 923841 
1000000 998184 
483233 -300435 
593169 -601999 
201469 85649 
-496614 -596766 
151248 27518 
495402 216040 
979270 596901 
109555 -706657 
-785979 47569 
-507399 143254 
-331269 357419 
-861267 689281 
752524 -335855 
-709199 488149 
323782 -194433 
170055 110905 
-11767 229003 
849660 227852 
-487233 -920673 
241428 -313021 
-951666 -657213 
221446 -152309 
136875 460745 
-252054 -268712 
-247446 -826788 
166231 -163669 
-778387 -349475 
370330 127967 
743742 63720 
949076 -879517 
-49312 -779736 
984358 99030 
397409 -745526 
-50032 -881306 
-109785 835954 
-120978 717022 
994353 98605 
-751431 692651 
-619484 328691 
312545 946386 
-84767 -681307 
-721630 -433335 
945927 195913 
704416 -874228 
851246 898788 
-66665 -435538 
-79499 -138351 
732278 -602739 
-230468 518393 
628449 345478 
443171 366730 
-372027 -663035 
376084 841871 
-668471 -992363 
-647388 -643696 
-603895 336547 
348904 34964 
-353190 -66065 
-358351 -812713 
740875 -109758 
-704450 304093 
883963 764701 
321854 -592173 
-659307 -967851 
-669172 -781834 
-277615 122266 
927678 -509011 
-952278 -939920 
772343 772703 
826447 94802 
-654848 -25904 
628838 873217 
166127 97813 
-56494 506674 
-335375 -655083 
25927 -239147 
656330 934076 
-990444 -397221 
-90868 780906 
687065 -499288 
467822 679113 
-154078 416958 
-188252 52600 
51121 -816933 
-192624 564261 
-470422 -384282 
-630064 513253 
241345 290692 
-345373 -691535 
-631290 -89602 
66361 -675144 
851539 -181885 
-937625 -665429 
130123 970862 
-719482 -332860 
-381763 -291347 
-674264 -355699 
-240835 282752 
204622 -924634 
-329794 -843572 
88057 -17756 
-424257 -494563 
-121359 317228 
-348843 -996671 
945392 -798260 
-363247 911031 
-301462 -669187 
970978 -767116 
-916230 921912 
570562 -559219 
-797078 -490874 
-124979 -513978 
-434813 98457 
764604 703299 
340936 115221 
515666 803993 
706760 519395 
-532100 996580 
-477435 -249920 
-400994 491044 
983669 532627 
-142781 283330 
-72398 -795064 
-636239 726721 
6715 861950 
796072 -417668 
258282 950800 
88098 661338 
-890380 -620756 
950588 530418 
739755 -935322 
36875 -249126 
939334 -613705 
-542858 193895 
793009 98957 
-830454 553968 
542180 416797 
-896129 767129 
-856727 989322 
-460165 -454 
374635 496870 
889295 379415 
823546 -657546 
630664 -434345 
-36246 821706 
406366 -201384 
-663128 804987 
-579872 96730 
-254446 -473695 
613403 -528332 
317824 -328789 
44262 -94234 
213740 334209 
-956468 638410 
-245369 83593 
939400 492568 
586572 517398 
-93544 -186500 
-511548 404559 
-572361 322355 
-185902 -447213 
-313702 -397074 
376802 908583 
556364 804608 
-956688 948480 
-892496 -180084 
-672899 592076 
-976843 204013 
842936 -780146 
90031 -853923 
113034 -233238 
-37140 -218134 
-182655 118218 
882156 398059 
179272 -977714 
-434475 -225234 
491589 131380 
108618 -462829 
-765674 -676759 
-291390 616620 
-468532 -616658 
-171102 296309 
59329 -854290 
-60108 -242090 
-802286 -13490 
-734371 -567509 
-123418 -293747 
987611 784298 
-300120 -121699 
603258 964336 
-397563 153276 
103843 -713511 
13090 -330 
459283 -834805 
-565875 -654146 
-229562 -250757 
-471272 -670631 
713006 -509146 
786731 582313 
928393 -498508 
-431838 99627 
437796 30581 
-27030 -296262 
716953 -175579 
-959194 831375 
919030 137264 
995764 -198954 
175321 612710 
-183549 -913186 
90870 -739802 
149398 938440 
362671 -585582 
127724 661366 
-414255 -387877 
955969 969844 
167410 -334263 
43147 -835211 
615479 363312 
189529 -591694 
-599195 -672127 
-438425 -605070 
586110 743653 
578401 -818509 
-679985 -505949 
522879 34140 
-216414 735983 
-334611 193405 
560420 973458 
908707 645597 
554077 372862 
683897 255997 
536788 -206689 
170515 -159897 
603198 -44483 
381545 627245 
101838 -410414 
173972 -51360 
797278 -141517 
-480161 -71934 
-999922 316129 
-816319 124612 
358085 335247 
490528 304930 
963977 -440616 
565539 -989637 
-826375 -881606 
853539 -570681 
562712 -492677 
-426818 476325 
-408285 -53619 
819947 846123 
783572 -498691 
504812 367819 
-63786 -52156 
-582495 12780 
795542 670133 
917412 946203 
836871 -702593 
-474219 -207024 
542901 541236 
551431 -91043 
-162654 272642 
294192 484004 
658984 -455729 
560443 -639184 
-760006 575414 
983706 -845490 
-150135 682232 
267085 889621 
-139294 891926 
597118 -245642 
-506417 657410 
-916793 -542798 
-812000 722859 
-913018 909303 
648464 738027 
23948 500208 
996599 -165085 
-576795 -192585 
-782191 -275885 
-806247 -592148 
-225820 647159 
798413 931673 
634131 -166321 
634881 449927 
-82952 -169799 
185411 206720 
335037 974860 
478194 -991596 
250923 -739645 
792191 355665 
-343341 -526334 
-97081 361487 
-482341 -708014 
407699 197559 
381933 -852576 
759291 -594072 
-566522 465197 
571245 916430 
430921 480954 
-609542 -569106 
-959084 678320 
521654 -562751 
-159604 -458597 
353702 671690 
-899016 245628 
267384 -84535 
-780957 450469 
-964965 -174328 
76349 -795485 
280709 -128455 
-944399 -515044 
-340200 263685 
-248463 89281 
537702 -842118 
525442 -903471 
-630812 -59340 
676961 -323095 
-263301 707596 
573425 -442873 
630595 406664 
795784 740752 
-174370 -636038 
108887 61861 
-298063 450583 
943980 -529346 
-718303 -524507 
603120 644601 
-197969 735777 
204741 -922680 
510262 -24576 
957203 -289495 
459769 -669914 
757757 -379345 
355168 -699258 
-424299 813414 
-955662 183429 
889193 658662 
136218 -577315 
-939242 164234 
283293 -689883 
-863473 -384950 
148613 -262782 
-579933 -930058 
513901 -869545 
-449304 541188 
-251585 -394258 
-291133 934506 
244565 395650 
-306818 -691139 
32018 130921 
392835 377974 
615334 -82319 
472263 -676405 
-344319 -975077 
-118724 610987 
866194 126979 
134120 151305 
975573 456906 
-777651 21651 
-111028 -50450 
89973 170363 
-703014 451244 
50913 -309622 
175586 -934086 
817904 515143 
15935 -181714 
-73581 -674934 
386569 -930661 
385515 -656542 
-498549 894061 
486859 640184 
-422582 -334723 
311101 670069 
-151372 -117221 
-137138 -881908 
-233695 288572 
36022 -582229 
475658 377701 
26640 -265960 
4596 -752554 
-168821 626469 
-941746 81111 
-768105 465774 
264063 99365 
21563 413639 
24183 441896 
951295 410596 
892947 -235601 
260330 -631286 
-22514 -391719 
373678 400470 
698874 -19480 
601021 -641524 
-100347 -531978 
-953052 55378 
743600 -322133 
-82564 349222 
-624728 193474 
-285676 641866 
-153799 -896252 
690027 -722625 
848022 712122 
640272 -955498 
949816 -448833 
471899 -801651 
658093 564350 
-975273 594765 
210688 -965544 
94381 253648 
-941892 -376025 
154081 -358761 
303244 628576 
471260 474110 
373134 -740495 
508457 -367644 
-993562 -791805 
138797 767622 
-576413 232253 
-518072 756422 
-822648 -246077 
187339 607591 
-220486 295746 
595652 -873864 
961872 183788 
923167 -337435 
727524 -498605 
-54542 -682291 
741502 429528 
-920501 -856037 
580316 -628245 
-917387 -524284 
365287 -614488 
302831 -311207 
-453166 -365976 
-954545 960282 
-543326 324355 
-557574 857805 
-876505 572474 
-423020 302479 
-230775 -637682 
481318 -485627 
67058 -951415 
-435654 -32554 
869693 935335 
174140 770970 
-308637 738562 
-986887 -616313 
-376066 -548461 
20149 635892 
-559167 87427 
-616210 -633885 
289331 787290 
-10141 -441050 
-721860 -296462 
-632452 386456 
-835302 -913684 
-278962 -511954 
-406370 141356 
-231707 -297808 
733360 -421441 
837487 -358512 
494218 324900 
587664 867855 
32165 590029 
618172 -384949 
155985 -354186 
-799719 -881634 
380638 -609992 
-133276 31751 
-354371 86450 
967824 224729 
-986079 962578 
54042 286443 
254738 -617387 
-429622 -656638 
-112878 857577 
-711739 -205227 
744892 -608168 
512203 602650 
737588 648519 
-343658 141858 
206293 -831522 
611484 -781708 
-165497 488228 
-352810 319391 
7617 13613 
797010 -648426 
-93917 -463984 
-182191 -90741 
908724 917830 
-35500 -651611 
370086 31583 
813125 193241 
-199174 486283 
960891 -308219 
-239369 925844 
658130 -800900 
-734503 -791184 
570988 588479 
560228 -239799 
-297895 -720326 
-513287 -806268 
-951315 -757993 
407713 426559 
-822386 159152 
862151 175295 
179270 990668 
152861 -870736 
-454944 -248259 
-486495 -523078 
620870 965761 
-450689 -731773 
-910675 283344 
157572 311303 
70548 -297802 
839219 758681 
-844925 -656827 
703871 -33146 
913143 -807985 
195350 -753860 
-132728 -759101 
-206743 -731819 
322356 -156819 
347207 -484325 
-53184 139856 
560920 -625842 
-534104 -691244 
267282 201224 
-28845 -805673 
-937961 -313407 
569931 834047 
-173686 862589 
-468169 -509085 
-185839 600064 
-716120 173510 
185555 623690 
360923 32882 
646535 317731 
102681 -233087 
509513 -611099 
-744445 119245 
144607 403535 
215120 -472033 
540206 -765052 
-233409 -897647 
-753549 -905496 
-670400 587951 
-308707 -439776 
683730 -553623 
-739929 16274 
-474945 -401525 
-430938 -779436 
21378 -706672 
960353 644780 
812898 375178 
-382968 -547728 
328632 -673922 
-602582 398002 
-778535 -835302 
-925016 -745679 
-628460 -531761 
694396 715391 
-418413 -262750 
-42637 -597826 
330480 379311 
-912922 527248 
-544593 -973715 
765721 -528802 
429188 -631575 
-873877 753393 
280187 -891406 
140351 873854 
866590 770972 
-280619 -356156 
80166 -648841 
930644 -674574 
439875 971579 
-678034 287994 
321228 876727 
-854730 555446 
-617488 -114358 
-7065 -736955 
-4422 -318334 
-235513 -267373 
257420 450697 
871098 546380 
-997398 732077 
11057 -159113 
-213940 310470 
75935 247859 
-239189 -53616 
878238 539569 
532012 -472508 
555196 -824161 
324516 132255 
817136 -394531 
-880985 -716728 
-52690 439282 
-980871 504447 
246393 -870933 
222668 382221 
-13031 992118 
535382 163655 
545192 -950460 
-386510 -67298 
923653 -171636 
-690461 -573586 
-266397 670208 
187741 -629252 
159138 634920 
-892846 -65655 
542737 -211110 
-131752 -348331 
-406448 821658 
-396619 21552 
230815 -698548 
-498430 884213 
967930 6355 
802165 -19456 
-995326 -448563 
999751 807226 
-950015 -905628 
-883275 804505 
-691136 70023 
878420 -387720 
-416985 -266961 
-816510 920919 
-109340 319027 
-106374 167365 
896890 33915 
9148 -256180 
375443 76982 
-160702 -911251 
607556 -799136 
917841 160550 
369982 283407 
-782612 632422 
-879142 268462 
47441 -664143 
-251176 487672 
305964 340051 
-769532 479455 
198659 863059 
-571957 -877720 
158251 -274235 
936119 -648383 
627925 -470708 
807885 128226 
-903435 -38497 
983543 398955 
-763811 626761 
-23264 -995930 
-603371 -858819 
-165586 -999987 
-789377 944955 
-149569 192350 
831893 -370378 
-935288 607260 
224874 -544784 
-192091 -466595 
-60605 -595361 
-240478 291603 
972224 173587 
-518007 -141704 
382545 -572765 
-460587 906946 
-956643 -292738 
-40860 -732887 
374692 -558722 
-445810 -726356 
134965 364993 
435678 439494 
569139 -481002 
-201881 994307 
-689511 -606697 
-763294 -687769 
667884 -877518 
-446466 238244 
170626 -296251 
907462 -282740 
-14441 -707114 
-460877 41778 
155812 725984 
-391569 907183 
-975979 720143 
-550674 814513 
-487481 900546 
-519022 803667 
-768505 -264888 
29335 -966512 
-174591 -345001 
-438141 166041 
652517 860170 
871824 744762 
-780816 832988 
31577 709066 
-733190 -727538 
274129 -712298 
410439 255414 
740568 733118 
-477645 221875 
-951267 55746 
917697 -265671 
866431 99894 
924590 -407779 
459342 155168 
-87977 -625731 
-657075 542638 
114125 96964 
-331228 -948179 
-39476 527098 
944129 -29948 
663567 568767 
-725349 -941528 
-268060 716233 
-274739 460302 
294738 -335117 
-307879 -520422 
-729302 624007 
-307300 -796643 
817123 -610695 
45306 -535727 
30666 -591815 
-633597 -867853 
2913 962337 
4882 54841 
-293227 -270741 
-346311 -446705 
225853 -96449 
989587 -7572 
741052 865749 
647224 -108462 
-922381 -459308 
414905 -699535 
917399 732684 
222935 873007 
632881 837205 
898380 -929984 
-235774 -655587 
-454241 -431036 
-423271 87432 
-537335 -996056 
-720232 -936680 
-781922 229630 
-606218 -697845 
-683274 221461 
98635 -235486 
189796 -94224 
379988 459904 
-388214 -715488 
796288 -785372 
261137 936883 
200825 -736107 
257586 -743925 
854334 785331 
-940310 213861 
369315 -922342 
201551 -534265 
613871 -665461 
-401789 -863371 
-679600 -30426 
625713 366513 
-14560 -717317 
58239 814772 
-130573 -538946 
-58577 -502492 
621493 -561696 
-420997 305909 
-582647 -548603 
-365611 -817294 
-263163 -984188 
750207 723591 
-603297 382459 
-9311 -484677 
38847 894343 
-784699 -437429 
133718 -601819 
-772606 803754 
700317 221040 
-986217 655646 
-550542 -960748 
707252 780644 
284779 284108 
-992281 731806 
-528519 -811597 
-502605 722550 
-101384 37258 
189800 -28529 
508182 -989021 
-479007 -667297 
739698 107137 
651571 950914 
12993 380332 
238614 379190 
-947371 -457704 
-636887 -158209 
987890 -531369 
-724707 -156995 
-615981 -795521 
-317852 -138492 
360559 -77133 
-378517 265114 
-220711 515734 
-51416 -154799 
286555 132394 
-860483 -134353 
-68888 206118 
231805 -49685 
944455 -537199 
-696732 29622 
-137862 957636 
981844 -148948 
634042 339625 
71125 -606080 
-393136 564579 
876741 -610516 
-939413 -709014 
-395641 461811 
-334505 -24218 
976291 529535 
-110248 -943754 
319171 313758 
-665483 -780538 
-503091 556438 
55089 -111974 
55650 -691718 
303575 187974 
-713234 669889 
825145 204463 
414791 -600873 
-872852 -24290 
-240114 400350 
688155 -181859 
-495936 801182 
-527914 -650293 
532329 847779 
628198 117814 
97696 -27424 
-917590 65126 
564895 186995 
831042 -683461 
-925303 437081 
21409 -186046 
-882905 -977977 
-863026 -882655 
-779975 954231 
-232672 -518413 
-961759 -276799 
-162632 641452 
880920 -370793 
87801 -332433 
793139 291311 
60911 -260757 
-548265 -693590 
826982 -906798 
-556779 215711 
-547383 135501 
-633555 -166516 
-632816 266470 
560504 392520 
-922622 -508593 
78697 662815 
-74356 291719 
929521 459024 
817021 -330211 
140949 930144 
927482 183988 
281493 -946392 
-6300 107604 
498101 -419600 
-225502 -5005 
-115571 -395618 
855775 -985325 
-363509 506632 
966732 -142727 
-811863 -988711 
736235 -94488 
-52961 -121753 
-309969 345989 
-960189 103982 
-374022 -185127 
565002 -8682 
78871 -410061 
110711 727063 
-251939 -332046 
-695619 732610 
975976 -779702 
-451893 -971014 
159977 740777 
239614 -813196 
608010 819239 
957727 515703 
-584001 698717 
-655620 990916 
329011 -306983 
544979 -537864 
111388 98746 
-371918 -821318 
111465 -602499 
-202127 859479 
-733743 -10519 
-800992 -274639 
150563 510843 
-253682 361113 
-780158 -113831 
849771 105602 
848125 441860 
332980 399182 
-949927 569377 
-482494 717157 
-735373 580189 
-759569 -77081 
500744 9461 
-985183 23456 
216638 -966052 
-438992 -132125 
-626473 873734 
855510 557855 
-135420 -11356 
-854694 -839278 
251972 890050 
-923162 415652 
-138870 18195 
-196040 -841939 
-463394 -265634 
-505519 -255683 
740486 -651992 
-35390 -808047 
-851615 910068 
-479099 -221849 
-611161 221989 
975867 -605453 
149813 -91787 
-660098 -265901 
-997291 524644 
-310871 -804907 
-70424 384062 
925890 -559154 
293292 -646230 
808510 622401 
696703 -507704 
-979465 135653 
-83803 -470517 
25102 -107051 
798781 -894167 
-257106 827516 
54755 261383 
-932531 951576 
-870369 -293087 
83102 695775 
-101212 922230 
-87659 716549 
-962888 735568 
694176 -986779 
-790640 -293151 
-983742 253723 
314898 488147 
279140 -485976 
197297 -29447 
-916089 -714196 
507169 -16493 
806068 -408952 
745578 935992 
-778001 143469 
-723720 437788 
-99212 550291 
745074 463165 
412556 -178340 
643460 626565 
685670 48777 
-197407 174206 
-116590 472570 
479059 -457136 
918813 482678 
373288 -148996 
-172982 689062 
-927279 -773084 
780411 369121 
-175904 -424660 
732403 -501672 
404137 323189 
-157135 -961967 
226332 -35601 
-350137 -749924 
30928 -190406 
-149226 -35546 
581405 -333152 
710008 -899803 
-996025 -199434 
113894 218638 
644009 -143171 
-277750 -146332 
595181 -801335 
-31418 -47959 
-51161 137980 
-973573 -837172 
-345823 -239098 
-517268 272201 
886737 -612491 
-132735 -880691 
222180 183896 
733907 771381 
597289 630517 
-895425 590895 
-827912 -714118 
-186861 -568861 
-845028 -378738 
548951 217496 
-536982 941043 
108929 771948 
125455 521465 
270449 -557896 
-551328 -166478 
-1118 -792498 
488480 -120732 
852178 563172 
-762150 549572 
655744 -905878 
916203 632079 
-646033 123118 
-756640 -848451 
78868 -464610 
-707672 157967 
956642 280309 
-841148 831635 
-711101 524349 
738622 19505 
-172136 912315 
-727997 559207 
597662 908032 
-698631 108617 
-474396 821475 
538575 -176284 
-813357 -90209 
-148601 466847 
296221 583229 
329639 242494 
-408871 100135 
970213 368744 
-526299 498662 
-982079 194784 
-259972 649811 
-629177 -581881 
329672 801703 
229167 -388383 
439439 -346609 
545483 -69420 
-740330 -718426 
-583171 640252 
709440 -445970 
576114 742451 
367381 577408 
490240 -531531 
557038 138427 
543514 840660 
965250 956912 
824456 629404 
393808 728496 
-162264 821388 
-935428 259772 
-8529 661244 
-464561 131612 
7292 560183 
-996843 51858 
-423142 259453 
618857 -873409 
616280 -176350 
85222 333790 
3196 -283519 
897365 19019 
-353290 253159 
849343 899504 
-44156 -136130 
58612 -903596 
-744902 427176 
-455092 -731331 
519461 576349 
693515 -95653 
368265 -577159 
-319396 -87336 
142477 607178 
838182 -673163 
145712 985731 
-825265 -221913 
300332 -316661 
-123555 -583101 
-183101 626660 
